# T9	Mean Rate	One Sigma
0.018135	0.21936241	1.1654782
0.0184728	0.21205695	1.1659534
0.0188169	0.20487091	1.1664397
0.0191675	0.19780491	1.166937
0.0195246	0.19085957	1.1674457
0.0198883	0.18403532	1.1679659
0.0202588	0.17733292	1.168498
0.0206362	0.1707529	1.1690425
0.0210206	0.16429582	1.1695993
0.0214122	0.1579622	1.1701691
0.0218111	0.1517526	1.1707517
0.0222174	0.14566748	1.1713482
0.0226313	0.13970728	1.1719576
0.0230529	0.13387251	1.1725811
0.0234823	0.12816358	1.1732191
0.0239198	0.12258078	1.1738713
0.0243654	0.11712455	1.1745383
0.0248193	0.11179517	1.1752201
0.0252817	0.10659297	1.1759176
0.0257526	0.101518065	1.1766303
0.0262324	0.09657073	1.1773583
0.0267211	0.0917511	1.1781018
0.0272188	0.08705929	1.1788616
0.0277259	0.082495354	1.1796364
0.0282424	0.078059256	1.1804265
0.0287685	0.073750995	1.1812322
0.0293045	0.069570534	1.1820527
0.0298504	0.06551761	1.1828864
0.0304065	0.061592102	1.1837336
0.0309729	0.057793763	1.1845918
0.0315499	0.054122273	1.1854602
0.0321376	0.05057721	1.1863347
0.0327363	0.047158256	1.1872134
0.0333462	0.043864828	1.1880908
0.0339674	0.04069653	1.1889619
0.0346002	0.03765266	1.1898178
0.0352447	0.0347327	1.1906493
0.0359013	0.031935904	1.191444
0.0365701	0.02926157	1.1921809
0.0372514	0.026708925	1.19284
0.0379453	0.024277167	1.1933885
0.0386522	0.021965455	1.1937827
0.0393723	0.01977294	1.1939675
0.0401057	0.017698694	1.193862
0.0408529	0.015741857	1.1933583
0.0416139	0.013901506	1.1923051
0.0423891	0.012176679	1.1904833
0.0431788	0.010566583	1.187583
0.0439832	0.009070279	1.1831534
0.0448025	0.00768687	1.1765056
0.0456372	0.006415668	1.1666446
0.0464873	0.005255899	1.1520629
0.0473533	0.004206987	1.1308445
0.0482355	0.0032682722	1.1027383
0.0491341	0.0024394086	1.0889044
0.0500494	0.0017201876	1.1715828
0.0509818	0.0011103903	1.4189155
0.0519315	0.00061014865	2.0624022
0.0528989	0.00021977788	4.769006
0.0538844	-6.0115093e-05	17.666203
0.0548882	-0.00022867466	6.1090026
0.0559107	-0.0002846935	5.6643343
0.0569523	-0.00022666526	7.5365815
0.0580132	-5.2656695e-05	31.964533
0.059094	0.00023992489	8.401681
0.0601948	0.00065380795	3.9355586
0.0613162	0.0011925808	2.7294447
0.0624584	0.0018603195	2.1865544
0.063622	0.0026618345	1.8851216
0.0648072	0.0036026067	1.6968958
0.0660145	0.004689095	1.5701811
0.0672443	0.00592832	1.4803326
0.068497	0.0073284986	1.4141734
0.069773	0.008898972	1.3640435
0.0710728	0.01065013	1.3252118
0.0723968	0.012593268	1.2946333
0.0737455	0.01474179	1.2702149
0.0751193	0.017109772	1.2505076
0.0765187	0.019713186	1.2344768
0.0779442	0.022569751	1.2213385
0.0793962	0.025698902	1.2105182
0.0808752	0.029121833	1.201576
0.0823819	0.032862183	1.1941655
0.0839166	0.036945563	1.1880127
0.0854798	0.041400004	1.182901
0.0870722	0.046256248	1.1786585
0.0886943	0.051547807	1.1751391
0.0903466	0.05731067	1.1722287
0.0920297	0.06358451	1.1698337
0.0937441	0.07041199	1.1678736
0.0954904	0.077839404	1.1662788
0.0972693	0.08591689	1.1649946
0.0990814	0.09469821	1.163973
0.1009272	0.10424206	1.1631755
0.1028073	0.11461078	1.1625645
0.1047225	0.12587248	1.1621118
0.1066734	0.13809922	1.1617918
0.1086606	0.15136921	1.1615813
0.1106848	0.16576648	1.1614618
0.1127468	0.18138002	1.1614186
0.1148472	0.19830602	1.1614345
0.1169866	0.21664684	1.1614997
0.119166	0.2365124	1.1616037
0.1213859	0.25801927	1.1617358
0.1236472	0.28129217	1.1618907
0.1259506	0.3064647	1.1620598
0.128297	0.33367714	1.162239
0.130687	0.3630811	1.1624225
0.1331216	0.39483547	1.1626084
0.1356015	0.42911103	1.1627918
0.1381276	0.46608722	1.1629719
0.1407008	0.50595564	1.1631452
0.1433219	0.54891837	1.1633117
0.1459919	0.5951902	1.163469
0.1487115	0.6449974	1.1636176
0.1514819	0.6985797	1.1637558
0.1543038	0.75618994	1.163884
0.1571784	0.81809634	1.1640021
0.1601064	0.88458014	1.1641103
0.1630891	0.9559393	1.1642082
0.1661273	1.0324856	1.1642978
0.169222	1.1145499	1.1643779
0.1723745	1.2024771	1.1644502
0.1755856	1.2966334	1.1645144
0.1788566	1.3974015	1.1645721
0.1821885	1.5051826	1.1646231
0.1855825	1.620398	1.1646687
0.1890397	1.7434905	1.1647091
0.1925614	1.8749242	1.1647452
0.1961486	2.0151815	1.1647774
0.1998026	2.164774	1.1648072
0.2035248	2.324229	1.1648341
0.2073162	2.4941041	1.164859
0.2111783	2.6749744	1.1648835
0.2151123	2.867449	1.1649066
0.2191197	3.072157	1.1649296
0.2232016	3.2897553	1.1649529
0.2273597	3.5209315	1.1649766
0.2315951	3.766396	1.1650014
0.2359095	4.0268927	1.1650286
0.2403043	4.3031964	1.165056
0.2447809	4.5961027	1.1650867
0.2493409	4.906451	1.1651188
0.2539859	5.235101	1.165154
0.2587174	5.5829563	1.1651919
0.2635371	5.9509387	1.1652328
0.2684465	6.340017	1.1652769
0.2734474	6.751183	1.1653242
0.2785414	7.185478	1.1653748
0.2837304	7.643964	1.1654286
0.289016	8.127747	1.1654861
0.2944	8.637961	1.1655474
0.2998844	9.175788	1.1656122
0.305471	9.742441	1.1656805
0.3111616	10.339166	1.1657518
0.3169582	10.967257	1.1658273
0.3228628	11.628044	1.1659057
0.3288774	12.322884	1.1659877
0.3350041	13.053193	1.1660731
